schoolname,SIGUN_CD,schoolAdd,region,GRD1,GRD2,GRD3,SumStu,city,district,town
파주고등학교,41480,경기도 파주시 문산읍 당동리 140번지 파주고등학교,경기도 파주시,103,111,111,325,파주시,None,문산읍
시흥고등학교,41390,경기도 시흥시 하상동 384번지 시흥고등학교,경기도 시흥시,327,320,386,1033,시흥시,None,하상동
도농고등학교,41360,경기도 남양주시 다산동 4330-3번지 도농고등학교,경기도 남양주시,290,275,322,887,남양주시,None,다산동
가좌고등학교,41280,경기도 고양시 일산서구 가좌동 1097번지 가좌고등학교,경기도 고양시 일산서구,319,307,328,954,고양시,일산서구,가좌동
예당고등학교,41590,경기도 화성시 석우동 61번지 예당고등학교,경기도 화성시,339,304,299,942,화성시,None,석우동
청북고등학교,41220,경기도 평택시 청북읍 옥길리 1145번지,경기도 평택시,270,233,261,764,평택시,None,청북읍
전곡고등학교,41800,경기도 연천군 전곡읍 은대리 506-1번지 전곡고등학교,경기도 연천군,197,240,262,699,연천군,None,전곡읍
점동고등학교,41670,경기도 여주시 점동면 청안리 122번지,경기도 여주시,53,51,57,161,여주시,None,점동면
정명고등학교,41190,경기도 부천시 심곡본동 768-9번지 정명고등학교,경기도 부천시,268,240,241,749,부천시,None,심곡본동
경기경영고등학교,41190,경기도 부천시 심곡본동 768-9번지,경기도 부천시,256,240,243,739,부천시,None,심곡본동
정발고등학교,41280,경기도 고양시 일산동구 마두동 894번지 정발고등학교,경기도 고양시 일산동구,327,295,337,959,고양시,일산동구,마두동
정왕고등학교,41390,경기도 시흥시 정왕동 1849-4번지 정왕고등학교,경기도 시흥시,387,309,315,1011,시흥시,None,정왕동
조종고등학교,41820,경기도 가평군 조종면 현리 438번지,경기도 가평군,47,58,73,178,가평군,None,조종면
주엽고등학교,41280,경기도 고양시 일산서구 대화동 2168번지,경기도 고양시 일산서구,358,347,424,1129,고양시,일산서구,대화동
경기영상과학고등학교,41280,경기도 고양시 일산서구 주엽동 95번지,경기도 고양시 일산서구,253,255,257,765,고양시,일산서구,주엽동
죽산고등학교,41550,경기도 안성시 죽산면 죽산리 321번지 죽산고등학교,경기도 안성시,28,32,42,102,안성시,None,죽산면
죽전고등학교,41460,경기도 용인시 수지구 죽전동 861-1번지 죽전고등학교,경기도 용인시 수지구,376,350,384,1110,용인시,수지구,죽전동
중산고등학교,41280,경기도 고양시 일산동구 중산동 1554번지 중산고등학교,경기도 고양시 일산동구,317,299,352,968,고양시,일산동구,중산동
중흥고등학교,41190,경기도 부천시 중동 1040-4번지 중흥고등학교,경기도 부천시,255,268,282,805,부천시,None,중동
지평고등학교,41830,경기도 양평군 지평면 지평리 553번지 지평고등학교,경기도 양평군,29,24,28,81,양평군,None,지평면
진건고등학교,41360,경기도 남양주시 진건읍 송능리 62-1번지 진건고등학교,경기도 남양주시,337,323,356,1016,남양주시,None,진건읍
진성고등학교,41210,경기도 광명시 하안동 23-1번지 진성고등학교,경기도 광명시,243,216,244,703,광명시,None,하안동
진위고등학교,41220,경기도 평택시 진위면 가곡리 505번지,경기도 평택시,113,139,173,425,평택시,None,진위면
창현고등학교,41110,경기도 수원시 팔달구 우만동 9-1번지 창현고등학교 (우만동),경기도 수원시 팔달구,379,368,447,1194,수원시,팔달구,우만동
청담고등학교,41220,경기도 평택시 팽성읍 송화리 810번지 청담고등학교,경기도 평택시,217,241,245,703,평택시,None,팽성읍
청명고등학교,41110,경기도 수원시 영통구 영통동 956-1번지,경기도 수원시 영통구,349,336,355,1040,수원시,영통구,영통동
청운고등학교,41830,경기도 양평군 청운면 용두리 690-4번지 청운중고등학교,경기도 양평군,16,23,30,69,양평군,None,청운면
청평고등학교,41820,경기도 가평군 청평면 청평리 70-5번지 청평고등학교,경기도 가평군,60,86,103,249,가평군,None,청평면
청학고등학교,41360,경기도 남양주시 별내면 청학리 408-1번지 청학고등학교,경기도 남양주시,210,169,271,650,남양주시,None,별내면
초지고등학교,41270,경기도 안산시 단원구 초지동 725-1번지 초지고등학교,경기도 안산시 단원구,277,260,347,884,안산시,단원구,초지동
충현고등학교,41210,경기도 광명시 소하동 991-1번지 충현고등학교,경기도 광명시,210,228,231,669,광명시,None,소하동
태광고등학교,41220,경기도 평택시 신장동 263-6번지 태광고등학교,경기도 평택시,271,275,300,846,평택시,None,신장동
태성고등학교,41460,경기도 용인시 처인구 남동 28번지 태성중학교,경기도 용인시 처인구,249,247,252,748,용인시,처인구,남동
태원고등학교,41130,경기도 성남시 분당구 야탑동 754-1번지 태원고등학교,경기도 성남시 분당구,344,320,382,1046,성남시,분당구,야탑동
태장고등학교,41110,경기도 수원시 영통구 영통동 973-2번지 태장고등학교,경기도 수원시 영통구,350,337,440,1127,수원시,영통구,영통동
토평고등학교,41310,경기도 구리시 토평동 962번지 토평고등학교,경기도 구리시,241,241,299,781,구리시,None,토평동
통진고등학교,41570,경기도 김포시 통진읍 마송리 8-1번지 통진고등학교,경기도 김포시,265,233,252,750,김포시,None,통진읍
퇴계원고등학교,41360,경기도 남양주시 퇴계원면 퇴계원리 44-5번지,경기도 남양주시,314,317,345,976,남양주시,None,퇴계원면
세경고등학교,41480,경기도 파주시 파주읍 연풍리 산83-13번지,경기도 파주시,279,292,288,859,파주시,None,파주읍
파주여자고등학교,41480,경기도 파주시 월롱면 영태리 535번지,경기도 파주시,81,62,114,257,파주시,None,월롱면
수원하이텍고등학교,41110,경기도 수원시 영통구 영통동 1049-1번지 수원하이텍고등학교,경기도 수원시 영통구,163,159,154,476,수원시,영통구,영통동
평촌고등학교,41170,경기도 안양시 동안구 호계동 1054번지 평촌고등학교,경기도 안양시 동안구,386,363,404,1153,안양시,동안구,호계동
평촌공업고등학교,41170,경기도 안양시 동안구 호계동 1105번지,경기도 안양시 동안구,302,275,284,861,안양시,동안구,호계동
평촌경영고등학교,41170,경기도 안양시 동안구 관양동 1587-2번지 평촌경영고등학교,경기도 안양시 동안구,324,312,308,944,안양시,동안구,관양동
평택고등학교,41220,경기도 평택시 합정동 368-11번지 평택고등학교,경기도 평택시,279,254,276,809,평택시,None,합정동
평택기계공업고등학교,41220,경기도 평택시 비전동 564-8번지,경기도 평택시,162,153,150,465,평택시,None,비전동
경기항공고등학교,41210,경기도 광명시 광명동 42-122번지 광명공고,경기도 광명시,63,82,57,202,광명시,None,광명동
한봄고등학교,41110,경기도 수원시 권선구 탑동 614번지,경기도 수원시 권선구,269,219,241,729,수원시,권선구,탑동
용인홍천고등학교,41460,경기도 용인시 수지구 신봉동 885번지,경기도 용인시 수지구,381,336,383,1100,용인시,수지구,신봉동
경기폴리텍고등학교,41410,경기도 군포시 산본동 1146-14번지 산본공업고등학교,경기도 군포시,100,84,99,283,군포시,None,산본동
경기게임마이스터고등학교,41170,경기도 안양시 동안구 비산동 1101번지 경기글로벌통상고등학교,경기도 안양시 동안구,47,98,155,300,안양시,동안구,비산동
근명고등학교,41170,경기도 안양시 만안구 안양동 708-197번지,경기도 안양시 만안구,231,183,234,648,안양시,만안구,안양동
경기스마트고등학교,41390,경기도 시흥시 정왕동 1522번지,경기도 시흥시,96,81,143,320,시흥시,None,정왕동
정현고등학교,41590,경기도 화성시 산척동 산133-1,경기도 화성시,351,0,0,351,화성시,None,산척동
